image_id,y,WaterLevel,PF,DE,FS,RB,AF,OB,BE,RO,IN,FO,Defect
00677915,0,10,0,0,0,0,0,0,0,0,0,0,0
00529943,0,0,0,0,0,0,0,0,0,0,0,0,0
00990792,0,10,0,0,0,0,0,0,0,0,0,0,0
00371921,0,0,0,0,0,0,0,0,0,0,0,0,0
01247624,0,5,0,0,0,0,0,0,0,0,0,0,0
00425412,0,10,0,0,0,0,0,0,0,0,0,0,0
01040118,0,0,0,0,0,0,0,0,0,0,0,0,0
00897163,0,0,0,0,0,0,0,0,0,0,0,0,0
00294875,0,20,0,0,0,0,0,0,0,0,0,0,0
00580808,0,10,0,0,0,0,0,0,0,0,0,0,0
00274865,0,0,0,0,0,0,0,0,0,0,0,0,0
00236419,0,20,0,0,0,0,0,0,0,0,0,0,0
00587285,0,30,0,0,0,0,0,0,0,0,0,0,0
00628862,0,10,0,0,0,0,0,0,0,0,0,0,0
00591830,0,0,0,0,0,0,0,0,0,0,0,0,0
00495466,0,0,0,0,0,0,0,0,0,0,0,0,0
00584717,0,2,0,0,0,0,0,0,0,0,0,0,0
00931079,0,10,0,0,0,0,0,0,0,0,0,0,0
00800573,0,10,0,0,0,0,0,0,0,0,0,0,0
01204260,0,0,0,0,0,0,0,0,0,0,0,0,0
01091541,0,10,0,0,0,0,0,0,0,0,0,0,0
01274963,0,10,0,0,0,0,0,0,0,0,0,0,0
00054880,0,10,0,0,0,0,0,0,0,0,0,0,0
00231080,0,10,0,0,0,0,0,0,0,0,0,0,0
00847280,0,0,0,0,0,0,0,0,0,0,0,0,0
00969470,0,0,0,0,0,0,0,0,0,0,0,0,0
00562482,0,0,0,0,0,0,0,0,0,0,0,0,0
00851135,0,0,0,0,0,0,0,0,0,0,0,0,0
01289105,0,0,0,0,0,0,0,0,0,0,0,0,0
00770173,0,0,0,0,0,0,0,0,0,0,0,0,0
00471314,0,20,0,0,0,0,0,0,0,0,0,0,0
01213590,0,0,0,0,0,0,0,0,0,0,0,0,0
00065311,0,10,0,0,0,0,0,0,0,0,0,0,0
00594758,0,10,0,0,0,0,0,0,0,0,0,0,0
00778517,0,10,0,0,0,0,0,0,0,0,0,0,0
00410674,0,0,0,0,0,0,0,0,0,0,0,0,0
01235746,0,10,0,0,0,0,0,0,0,0,0,0,0
00461556,0,0,0,0,0,0,0,0,0,0,0,0,0
00792136,0,10,0,0,0,0,0,0,0,0,0,0,0
01175751,0,0,0,0,0,0,0,0,0,0,0,0,0
00269477,0,0,0,0,0,0,0,0,0,0,0,0,0
00326797,0,0,0,0,0,0,0,0,0,0,0,0,0
00529991,0,0,0,0,0,0,0,0,0,0,0,0,0
00962850,0,30,0,0,0,0,0,0,0,0,0,0,0
01113516,0,10,0,0,0,0,0,0,0,0,0,0,0
00960118,0,0,0,0,0,0,0,0,0,0,0,0,0
00176671,0,0,0,0,0,0,0,0,0,0,0,0,0
00832193,0,0,0,0,0,0,0,0,0,0,0,0,0
01143128,0,0,0,0,0,0,0,0,0,0,0,0,0
00971664,0,0,0,0,0,0,0,0,0,0,0,0,0
01278577,0,0,0,0,0,0,0,0,0,0,0,0,0
00980129,0,80,0,0,0,0,0,0,0,0,0,0,0
00611880,0,60,0,0,0,0,0,0,0,0,0,0,0
01288419,0,10,0,0,0,0,0,0,0,0,0,0,0
00335139,0,0,0,0,0,0,0,0,0,0,0,0,0
00603710,0,10,0,0,0,0,0,0,0,0,0,0,0
01169052,0,10,0,0,0,0,0,0,0,0,0,0,0
01268945,0,0,0,0,0,0,0,0,0,0,0,0,0
00976841,0,0,0,0,0,0,0,0,0,0,0,0,0
01116647,0,0,0,0,0,0,0,0,0,0,0,0,0
00222863,0,5,0,0,0,0,0,0,0,0,0,0,0
00923738,0,10,0,0,0,0,0,0,0,0,0,0,0
00816159,0,2,0,0,0,0,0,0,0,0,0,0,0
00608222,0,10,0,0,0,0,0,0,0,0,0,0,0
01246821,0,0,0,0,0,0,0,0,0,0,0,0,0
00809818,0,10,0,0,0,0,0,0,0,0,0,0,0
00185779,0,10,0,0,0,0,0,0,0,0,0,0,0
00067023,0,10,0,0,0,0,0,0,0,0,0,0,0
00868414,0,0,0,0,0,0,0,0,0,0,0,0,0
00887339,0,2,0,0,0,0,0,0,0,0,0,0,0
01271624,0,0,0,0,0,0,0,0,0,0,0,0,0
00192587,0,10,0,0,0,0,0,0,0,0,0,0,0
00924030,0,0,0,0,0,0,0,0,0,0,0,0,0
00615247,0,0,0,0,0,0,0,0,0,0,0,0,0
00059096,0,10,0,0,0,0,0,0,0,0,0,0,0
00855343,0,0,0,0,0,0,0,0,0,0,0,0,0
01031462,0,10,0,0,0,0,0,0,0,0,0,0,0
00097545,0,10,0,0,0,0,0,0,0,0,0,0,0
00967085,0,10,0,0,0,0,0,0,0,0,0,0,0
00066253,0,10,0,0,0,0,0,0,0,0,0,0,0
01071270,0,10,0,0,0,0,0,0,0,0,0,0,0
00222559,0,5,0,0,0,0,0,0,0,0,0,0,0
00992857,0,2,0,0,0,0,0,0,0,0,0,0,0
00908675,0,10,0,0,0,0,0,0,0,0,0,0,0
00351020,0,10,0,0,0,0,0,0,0,0,0,0,0
00994171,0,0,0,0,0,0,0,0,0,0,0,0,0
01272365,0,5,0,0,0,0,0,0,0,0,0,0,0
01236050,0,0,0,0,0,0,0,0,0,0,0,0,0
00161786,0,10,0,0,0,0,0,0,0,0,0,0,0
00163600,0,20,0,0,0,0,0,0,0,0,0,0,0
00739082,0,0,0,0,0,0,0,0,0,0,0,0,0
01266629,0,0,0,0,0,0,0,0,0,0,0,0,0
00902500,0,10,0,0,0,0,0,0,0,0,0,0,0
00794472,0,0,0,0,0,0,0,0,0,0,0,0,0
01204964,0,20,0,0,0,0,0,0,0,0,0,0,0
00990946,0,20,0,0,0,0,0,0,0,0,0,0,0
01275121,0,10,0,0,0,0,0,0,0,0,0,0,0
00847757,0,0,0,0,0,0,0,0,0,0,0,0,0
00576441,0,0,0,0,0,0,0,0,0,0,0,0,0
00450892,0,0,0,0,0,0,0,0,0,0,0,0,0
01009652,0,2,0,0,0,0,0,0,0,0,0,0,0
00394114,0,20,0,0,0,0,0,0,0,0,0,0,0
00854291,0,80,0,0,0,0,0,0,0,0,0,0,0
00615308,0,0,0,0,0,0,0,0,0,0,0,0,0
00219201,0,10,0,0,0,0,0,0,0,0,0,0,0
00306459,0,5,0,0,0,0,0,0,0,0,0,0,0
00316370,0,5,0,0,0,0,0,0,0,0,0,0,0
00623788,0,10,0,0,0,0,0,0,0,0,0,0,0
01045748,0,10,0,0,0,0,0,0,0,0,0,0,0
00556326,0,10,0,0,0,0,0,0,0,0,0,0,0
00717161,0,10,0,0,0,0,0,0,0,0,0,0,0
00698587,0,10,0,0,0,0,0,0,0,0,0,0,0
00783483,0,10,0,0,0,0,0,0,0,0,0,0,0
00528715,0,10,0,0,0,0,0,0,0,0,0,0,0
01070662,0,5,0,0,0,0,0,0,0,0,0,0,0
00845567,0,0,0,0,0,0,0,0,0,0,0,0,0
00522779,0,20,0,0,0,0,0,0,0,0,0,0,0
00352834,0,10,0,0,0,0,0,0,0,0,0,0,0
01214855,0,0,0,0,0,0,0,0,0,0,0,0,0
00511593,0,5,0,0,0,0,0,0,0,0,0,0,0
01039088,0,0,0,0,0,0,0,0,0,0,0,0,0
00873108,0,10,0,0,0,0,0,0,0,0,0,0,0
00079892,0,20,0,0,0,0,0,0,0,0,0,0,0
00300295,0,10,0,0,0,0,0,0,0,0,0,0,0
00330903,0,0,0,0,0,0,0,0,0,0,0,0,0
00992000,0,0,0,0,0,0,0,0,0,0,0,0,0
00287937,0,5,0,0,0,0,0,0,0,0,0,0,0
00804116,0,30,0,0,0,0,0,0,0,0,0,0,0
00235666,0,5,0,0,0,0,0,0,0,0,0,0,0
00691158,0,10,0,0,0,0,0,0,0,0,0,0,0
00930201,0,100,0,0,0,0,0,0,0,0,0,0,0
00702237,0,30,0,0,0,0,0,0,0,0,0,0,0
00174664,0,5,0,0,0,0,0,0,0,0,0,0,0
00794144,0,5,0,0,0,0,0,0,0,0,0,0,0
00176312,0,0,0,0,0,0,0,0,0,0,0,0,0
00211533,0,2,0,0,0,0,0,0,0,0,0,0,0
01081692,0,0,0,0,0,0,0,0,0,0,0,0,0
01045802,0,10,0,0,0,0,0,0,0,0,0,0,0
00891152,0,0,0,0,0,0,0,0,0,0,0,0,0
00968210,0,10,0,0,0,0,0,0,0,0,0,0,0
00460205,0,0,0,0,0,0,0,0,0,0,0,0,0
00575823,0,10,0,0,0,0,0,0,0,0,0,0,0
00286469,0,10,0,0,0,0,0,0,0,0,0,0,0
00034129,0,0,0,0,0,0,0,0,0,0,0,0,0
01294744,0,10,0,0,0,0,0,0,0,0,0,0,0
01152536,0,2,0,0,0,0,0,0,0,0,0,0,0
01261229,0,0,0,0,0,0,0,0,0,0,0,0,0
01280568,0,0,0,0,0,0,0,0,0,0,0,0,0
00794344,0,0,0,0,0,0,0,0,0,0,0,0,0
00332299,0,10,0,0,0,0,0,0,0,0,0,0,0
01108475,0,20,0,0,0,0,0,0,0,0,0,0,0
00371177,0,0,0,0,0,0,0,0,0,0,0,0,0
00968005,0,0,0,0,0,0,0,0,0,0,0,0,0
00816714,0,2,0,0,0,0,0,0,0,0,0,0,0
00832903,0,10,0,0,0,0,0,0,0,0,0,0,0
00149784,0,5,0,0,0,0,0,0,0,0,0,0,0
01139650,0,0,0,0,0,0,0,0,0,0,0,0,0
00770885,0,10,0,0,0,0,0,0,0,0,0,0,0
00348117,0,5,0,0,0,0,0,0,0,0,0,0,0
00191572,0,10,0,0,0,0,0,0,0,0,0,0,0
01040990,0,0,0,0,0,0,0,0,0,0,0,0,0
00999892,0,20,0,0,0,0,0,0,0,0,0,0,0
00808386,0,10,0,0,0,0,0,0,0,0,0,0,0
00333828,0,0,0,0,0,0,0,0,0,0,0,0,0
00823912,0,0,0,0,0,0,0,0,0,0,0,0,0
01020213,0,20,0,0,0,0,0,0,0,0,0,0,0
00457155,0,0,0,0,0,0,0,0,0,0,0,0,0
00959659,0,5,0,0,0,0,0,0,0,0,0,0,0
00858135,0,10,0,0,0,0,0,0,0,0,0,0,0
00005158,0,0,0,0,0,0,0,0,0,0,0,0,0
00595312,0,20,0,0,0,0,0,0,0,0,0,0,0
00534419,0,10,0,0,0,0,0,0,0,0,0,0,0
00529505,0,0,0,0,0,0,0,0,0,0,0,0,0
00608013,0,10,0,0,0,0,0,0,0,0,0,0,0
00789012,0,0,0,0,0,0,0,0,0,0,0,0,0
00510846,0,2,0,0,0,0,0,0,0,0,0,0,0
00495746,0,0,0,0,0,0,0,0,0,0,0,0,0
01184679,0,0,0,0,0,0,0,0,0,0,0,0,0
01025741,0,0,0,0,0,0,0,0,0,0,0,0,0
00631225,0,10,0,0,0,0,0,0,0,0,0,0,0
00888370,0,5,0,0,0,0,0,0,0,0,0,0,0
00053676,0,10,0,0,0,0,0,0,0,0,0,0,0
00474392,0,0,0,0,0,0,0,0,0,0,0,0,0
00776673,0,10,0,0,0,0,0,0,0,0,0,0,0
00668891,0,0,0,0,0,0,0,0,0,0,0,0,0
00457584,0,5,0,0,0,0,0,0,0,0,0,0,0
00188302,0,20,0,0,0,0,0,0,0,0,0,0,0
01197257,0,0,0,0,0,0,0,0,0,0,0,0,0
01299563,0,10,0,0,0,0,0,0,0,0,0,0,0
00927129,0,40,0,0,0,0,0,0,0,0,0,0,0
00321235,0,10,0,0,0,0,0,0,0,0,0,0,0
01298112,0,10,0,0,0,0,0,0,0,0,0,0,0
00184815,0,0,0,0,0,0,0,0,0,0,0,0,0
00549291,0,0,0,0,0,0,0,0,0,0,0,0,0
00031058,0,0,0,0,0,0,0,0,0,0,0,0,0
01240413,0,0,0,0,0,0,0,0,0,0,0,0,0
00066134,0,0,0,0,0,0,0,0,0,0,0,0,0
00451115,0,0,0,0,0,0,0,0,0,0,0,0,0
00635848,0,0,0,0,0,0,0,0,0,0,0,0,0
00398779,0,10,0,0,0,0,0,0,0,0,0,0,0
01237392,0,0,0,0,0,0,0,0,0,0,0,0,0
00293167,0,30,0,0,0,0,0,0,0,0,0,0,0
00197424,0,10,0,0,0,0,0,0,0,0,0,0,0
00479996,0,5,0,0,0,0,0,0,0,0,0,0,0
00842290,0,10,0,0,0,0,0,0,0,0,0,0,0
01223958,0,10,0,0,0,0,0,0,0,0,0,0,0
00697369,0,10,0,0,0,0,0,0,0,0,0,0,0
00973600,0,0,0,0,0,0,0,0,0,0,0,0,0
01267383,0,0,0,0,0,0,0,0,0,0,0,0,0
00095258,0,0,0,0,0,0,0,0,0,0,0,0,0
00143538,0,5,0,0,0,0,0,0,0,0,0,0,0
01242285,0,10,0,0,0,0,0,0,0,0,0,0,0
00698654,0,10,0,0,0,0,0,0,0,0,0,0,0
00895314,0,0,0,0,0,0,0,0,0,0,0,0,0
00540864,0,10,0,0,0,0,0,0,0,0,0,0,0
00890201,0,0,0,0,0,0,0,0,0,0,0,0,0
00096564,0,10,0,0,0,0,0,0,0,0,0,0,0
00681022,0,10,0,0,0,0,0,0,0,0,0,0,0
01296427,0,0,0,0,0,0,0,0,0,0,0,0,0
00208884,0,0,0,0,0,0,0,0,0,0,0,0,0
01135665,0,2,0,0,0,0,0,0,0,0,0,0,0
01102076,0,10,0,0,0,0,0,0,0,0,0,0,0
00175040,0,5,0,0,0,0,0,0,0,0,0,0,0
00333668,0,0,0,0,0,0,0,0,0,0,0,0,0
00535679,0,10,0,0,0,0,0,0,0,0,0,0,0
00731378,0,0,0,0,0,0,0,0,0,0,0,0,0
01257692,0,0,0,0,0,0,0,0,0,0,0,0,0
00175015,0,5,0,0,0,0,0,0,0,0,0,0,0
00672295,0,10,0,0,0,0,0,0,0,0,0,0,0
00323828,0,10,0,0,0,0,0,0,0,0,0,0,0
00257867,0,20,0,0,0,0,0,0,0,0,0,0,0
01107045,0,10,0,0,0,0,0,0,0,0,0,0,0
01291127,0,0,0,0,0,0,0,0,0,0,0,0,0
01064046,0,0,0,0,0,0,0,0,0,0,0,0,0
01269890,0,0,0,0,0,0,0,0,0,0,0,0,0
01233412,0,10,0,0,0,0,0,0,0,0,0,0,0
01063884,0,5,0,0,0,0,0,0,0,0,0,0,0
00263316,0,0,0,0,0,0,0,0,0,0,0,0,0
01292970,0,20,0,0,0,0,0,0,0,0,0,0,0
01202149,0,10,0,0,0,0,0,0,0,0,0,0,0
00793803,0,0,0,0,0,0,0,0,0,0,0,0,0
00870276,0,10,0,0,0,0,0,0,0,0,0,0,0
00407192,0,20,0,0,0,0,0,0,0,0,0,0,0
00242205,0,5,0,0,0,0,0,0,0,0,0,0,0
00328759,0,50,0,0,0,0,0,0,0,0,0,0,0
01052963,0,10,0,0,0,0,0,0,0,0,0,0,0
00554145,0,30,0,0,0,0,0,0,0,0,0,0,0
00999152,0,2,0,0,0,0,0,0,0,0,0,0,0
00277713,0,10,0,0,0,0,0,0,0,0,0,0,0
00355399,0,20,0,0,0,0,0,0,0,0,0,0,0
00617156,0,10,0,0,0,0,0,0,0,0,0,0,0
00420245,0,5,0,0,0,0,0,0,0,0,0,0,0
01287872,0,30,0,0,0,0,0,0,0,0,0,0,0
00282581,0,10,0,0,0,0,0,0,0,0,0,0,0
00005515,0,10,0,0,0,0,0,0,0,0,0,0,0
00760122,0,10,0,0,0,0,0,0,0,0,0,0,0
00260550,0,0,0,0,0,0,0,0,0,0,0,0,0
01142919,0,2,0,0,0,0,0,0,0,0,0,0,0
01030477,0,5,0,0,0,0,0,0,0,0,0,0,0
00420806,0,2,0,0,0,0,0,0,0,0,0,0,0
00603598,0,0,0,0,0,0,0,0,0,0,0,0,0
00056980,0,0,0,0,0,0,0,0,0,0,0,0,0
01000661,0,2,0,0,0,0,0,0,0,0,0,0,0
00399801,0,0,0,0,0,0,0,0,0,0,0,0,0
00548182,0,10,0,0,0,0,0,0,0,0,0,0,0
00590023,0,10,0,0,0,0,0,0,0,0,0,0,0
00480228,0,10,0,0,0,0,0,0,0,0,0,0,0
00574564,0,0,0,0,0,0,0,0,0,0,0,0,0
01026382,0,10,0,0,0,0,0,0,0,0,0,0,0
00803228,0,5,0,0,0,0,0,0,0,0,0,0,0
00420883,0,10,0,0,0,0,0,0,0,0,0,0,0
00264956,0,0,0,0,0,0,0,0,0,0,0,0,0
00226419,0,10,0,0,0,0,0,0,0,0,0,0,0
01227601,0,5,0,0,0,0,0,0,0,0,0,0,0
01194063,0,2,0,0,0,0,0,0,0,0,0,0,0
01050909,0,0,0,0,0,0,0,0,0,0,0,0,0
00801842,0,5,0,0,0,0,0,0,0,0,0,0,0
01085290,0,10,0,0,0,0,0,0,0,0,0,0,0
00584661,0,10,0,0,0,0,0,0,0,0,0,0,0
00917954,0,0,0,0,0,0,0,0,0,0,0,0,0
01173411,0,5,0,0,0,0,0,0,0,0,0,0,0
00846317,0,0,0,0,0,0,0,0,0,0,0,0,0
00760117,0,10,0,0,0,0,0,0,0,0,0,0,0
00554049,0,10,0,0,0,0,0,0,0,0,0,0,0
00785820,0,10,0,0,0,0,0,0,0,0,0,0,0
01214787,0,0,0,0,0,0,0,0,0,0,0,0,0
01217446,0,0,0,0,0,0,0,0,0,0,0,0,0
00237955,0,10,0,0,0,0,0,0,0,0,0,0,0
00882526,0,5,0,0,0,0,0,0,0,0,0,0,0
00927118,0,40,0,0,0,0,0,0,0,0,0,0,0
01031599,0,0,0,0,0,0,0,0,0,0,0,0,0
00215437,0,10,0,0,0,0,0,0,0,0,0,0,0
00238672,0,5,0,0,0,0,0,0,0,0,0,0,0
00974807,0,0,0,0,0,0,0,0,0,0,0,0,0
01043723,0,0,0,0,0,0,0,0,0,0,0,0,0
01287005,0,10,0,0,0,0,0,0,0,0,0,0,0
00132792,0,20,0,0,0,0,0,0,0,0,0,0,0
00548913,0,10,0,0,0,0,0,0,0,0,0,0,0
00144908,0,10,0,0,0,0,0,0,0,0,0,0,0
00116039,0,10,0,0,0,0,0,0,0,0,0,0,0
00318519,0,10,0,0,0,0,0,0,0,0,0,0,0
00934583,0,0,0,0,0,0,0,0,0,0,0,0,0
00484646,0,10,0,0,0,0,0,0,0,0,0,0,0
01283041,0,10,0,0,0,0,0,0,0,0,0,0,0
01012235,0,2,0,0,0,0,0,0,0,0,0,0,0
00250922,0,10,0,0,0,0,0,0,0,0,0,0,0
00890265,0,0,0,0,0,0,0,0,0,0,0,0,0
00933933,0,10,0,0,0,0,0,0,0,0,0,0,0
00358250,0,0,0,0,0,0,0,0,0,0,0,0,0
00159876,0,20,0,0,0,0,0,0,0,0,0,0,0
01018394,0,10,0,0,0,0,0,0,0,0,0,0,0
00756379,0,10,0,0,0,0,0,0,0,0,0,0,0
00834334,0,10,0,0,0,0,0,0,0,0,0,0,0
01024765,0,20,0,0,0,0,0,0,0,0,0,0,0
00720262,0,20,0,0,0,0,0,0,0,0,0,0,0
00615197,0,10,0,0,0,0,0,0,0,0,0,0,0
00924871,0,20,0,0,0,0,0,0,0,0,0,0,0
00257896,0,5,0,0,0,0,0,0,0,0,0,0,0
00217699,0,10,0,0,0,0,0,0,0,0,0,0,0
00356190,0,0,0,0,0,0,0,0,0,0,0,0,0
00468995,0,30,0,0,0,0,0,0,0,0,0,0,0
00817339,0,5,0,0,0,0,0,0,0,0,0,0,0
00314367,0,0,0,0,0,0,0,0,0,0,0,0,0
00334813,0,0,0,0,0,0,0,0,0,0,0,0,0
00644723,0,0,0,0,0,0,0,0,0,0,0,0,0
00635862,0,0,0,0,0,0,0,0,0,0,0,0,0
00854350,0,0,0,0,0,0,0,0,0,0,0,0,0
00777408,0,10,0,0,0,0,0,0,0,0,0,0,0
01107527,0,30,0,0,0,0,0,0,0,0,0,0,0
01282556,0,30,0,0,0,0,0,0,0,0,0,0,0
00807188,0,5,0,0,0,0,0,0,0,0,0,0,0
00549518,0,20,0,0,0,0,0,0,0,0,0,0,0
00483409,0,10,0,0,0,0,0,0,0,0,0,0,0
00211162,0,5,0,0,0,0,0,0,0,0,0,0,0
00874029,0,0,0,0,0,0,0,0,0,0,0,0,0
00822173,0,0,0,0,0,0,0,0,0,0,0,0,0
00368161,0,0,0,0,0,0,0,0,0,0,0,0,0
00585294,0,10,0,0,0,0,0,0,0,0,0,0,0
00625487,0,0,0,0,0,0,0,0,0,0,0,0,0
00792144,0,10,0,0,0,0,0,0,0,0,0,0,0
00157995,0,0,0,0,0,0,0,0,0,0,0,0,0
00267613,0,0,0,0,0,0,0,0,0,0,0,0,0
01185966,0,10,0,0,0,0,0,0,0,0,0,0,0
00534662,0,10,0,0,0,0,0,0,0,0,0,0,0
00514845,0,5,0,0,0,0,0,0,0,0,0,0,0
00254831,0,0,0,0,0,0,0,0,0,0,0,0,0
00923904,0,10,0,0,0,0,0,0,0,0,0,0,0
00517647,0,0,0,0,0,0,0,0,0,0,0,0,0
00876479,0,10,0,0,0,0,0,0,0,0,0,0,0
01239109,0,0,0,0,0,0,0,0,0,0,0,0,0
